route,template,intent,primary_keyword,entity,source,owner,status,indexability,canonical,last_verified,quality_score
/catalog/rovex/megapolis-rs-cbs4/12/,product,Проверка и подбор варианта 12,Rovex MEGAPOLIS RS-CBS4 12,Rovex / MEGAPOLIS RS-CBS4 / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/megapolis-rs-cbs4/12/,2026-08-20,28
/catalog/rovex/megapolis-rs-cbs4/18/,product,Проверка и подбор варианта 18,Rovex MEGAPOLIS RS-CBS4 18,Rovex / MEGAPOLIS RS-CBS4 / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/megapolis-rs-cbs4/18/,2026-08-20,28
/catalog/rovex/megapolis-rs-cbs4/24/,product,Проверка и подбор варианта 24,Rovex MEGAPOLIS RS-CBS4 24,Rovex / MEGAPOLIS RS-CBS4 / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/megapolis-rs-cbs4/24/,2026-08-20,28
/catalog/rovex/city-pro-rs-cst4-pro/07/,product,Проверка и подбор варианта 07,Rovex CITY PRO RS-CST4-PRO 07,Rovex / CITY PRO RS-CST4-PRO / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-pro-rs-cst4-pro/07/,2026-08-20,28
/catalog/rovex/city-pro-rs-cst4-pro/09/,product,Проверка и подбор варианта 09,Rovex CITY PRO RS-CST4-PRO 09,Rovex / CITY PRO RS-CST4-PRO / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-pro-rs-cst4-pro/09/,2026-08-20,28
/catalog/rovex/city-pro-rs-cst4-pro/12/,product,Проверка и подбор варианта 12,Rovex CITY PRO RS-CST4-PRO 12,Rovex / CITY PRO RS-CST4-PRO / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-pro-rs-cst4-pro/12/,2026-08-20,28
/catalog/rovex/city-pro-rs-cst4-pro/18/,product,Проверка и подбор варианта 18,Rovex CITY PRO RS-CST4-PRO 18,Rovex / CITY PRO RS-CST4-PRO / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-pro-rs-cst4-pro/18/,2026-08-20,28
/catalog/rovex/city-pro-rs-cst4-pro/24/,product,Проверка и подбор варианта 24,Rovex CITY PRO RS-CST4-PRO 24,Rovex / CITY PRO RS-CST4-PRO / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-pro-rs-cst4-pro/24/,2026-08-20,28
/catalog/rovex/city-rs-cst4/07/,product,Проверка и подбор варианта 07,Rovex CITY RS-CST4 07,Rovex / CITY RS-CST4 / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-rs-cst4/07/,2026-08-20,28
/catalog/rovex/city-rs-cst4/09/,product,Проверка и подбор варианта 09,Rovex CITY RS-CST4 09,Rovex / CITY RS-CST4 / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-rs-cst4/09/,2026-08-20,28
/catalog/rovex/city-rs-cst4/12/,product,Проверка и подбор варианта 12,Rovex CITY RS-CST4 12,Rovex / CITY RS-CST4 / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-rs-cst4/12/,2026-08-20,28
/catalog/rovex/city-rs-cst4/18/,product,Проверка и подбор варианта 18,Rovex CITY RS-CST4 18,Rovex / CITY RS-CST4 / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-rs-cst4/18/,2026-08-20,28
/catalog/rovex/city-rs-cst4/24/,product,Проверка и подбор варианта 24,Rovex CITY RS-CST4 24,Rovex / CITY RS-CST4 / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/city-rs-cst4/24/,2026-08-20,28
/catalog/rovex/mira-s-ast-he-s/07/,product,Проверка и подбор варианта 07,Rovex MIRA-S AST-HE-S 07,Rovex / MIRA-S AST-HE-S / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-s-ast-he-s/07/,2026-08-20,28
/catalog/rovex/mira-s-ast-he-s/09/,product,Проверка и подбор варианта 09,Rovex MIRA-S AST-HE-S 09,Rovex / MIRA-S AST-HE-S / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-s-ast-he-s/09/,2026-08-20,28
/catalog/rovex/mira-s-ast-he-s/12/,product,Проверка и подбор варианта 12,Rovex MIRA-S AST-HE-S 12,Rovex / MIRA-S AST-HE-S / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-s-ast-he-s/12/,2026-08-20,28
/catalog/rovex/mira-s-ast-he-s/18/,product,Проверка и подбор варианта 18,Rovex MIRA-S AST-HE-S 18,Rovex / MIRA-S AST-HE-S / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-s-ast-he-s/18/,2026-08-20,28
/catalog/rovex/mira-s-ast-he-s/24/,product,Проверка и подбор варианта 24,Rovex MIRA-S AST-HE-S 24,Rovex / MIRA-S AST-HE-S / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-s-ast-he-s/24/,2026-08-20,28
/catalog/rovex/mira-n-ast-he-n/07/,product,Проверка и подбор варианта 07,Rovex MIRA-N AST-HE-N 07,Rovex / MIRA-N AST-HE-N / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-n-ast-he-n/07/,2026-08-20,28
/catalog/rovex/mira-n-ast-he-n/09/,product,Проверка и подбор варианта 09,Rovex MIRA-N AST-HE-N 09,Rovex / MIRA-N AST-HE-N / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-n-ast-he-n/09/,2026-08-20,28
/catalog/rovex/mira-n-ast-he-n/12/,product,Проверка и подбор варианта 12,Rovex MIRA-N AST-HE-N 12,Rovex / MIRA-N AST-HE-N / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-n-ast-he-n/12/,2026-08-20,28
/catalog/rovex/mira-n-ast-he-n/18/,product,Проверка и подбор варианта 18,Rovex MIRA-N AST-HE-N 18,Rovex / MIRA-N AST-HE-N / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-n-ast-he-n/18/,2026-08-20,28
/catalog/rovex/mira-n-ast-he-n/24/,product,Проверка и подбор варианта 24,Rovex MIRA-N AST-HE-N 24,Rovex / MIRA-N AST-HE-N / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/mira-n-ast-he-n/24/,2026-08-20,28
/catalog/rovex/grace-rs-mst1/07/,product,Проверка и подбор варианта 07,Rovex GRACE RS-MST1 07,Rovex / GRACE RS-MST1 / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/grace-rs-mst1/07/,2026-08-20,28
/catalog/rovex/grace-rs-mst1/09/,product,Проверка и подбор варианта 09,Rovex GRACE RS-MST1 09,Rovex / GRACE RS-MST1 / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/grace-rs-mst1/09/,2026-08-20,28
/catalog/rovex/grace-rs-mst1/12/,product,Проверка и подбор варианта 12,Rovex GRACE RS-MST1 12,Rovex / GRACE RS-MST1 / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/grace-rs-mst1/12/,2026-08-20,28
/catalog/rovex/grace-rs-mst1/18/,product,Проверка и подбор варианта 18,Rovex GRACE RS-MST1 18,Rovex / GRACE RS-MST1 / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/grace-rs-mst1/18/,2026-08-20,28
/catalog/rovex/grace-rs-mst1/24/,product,Проверка и подбор варианта 24,Rovex GRACE RS-MST1 24,Rovex / GRACE RS-MST1 / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/grace-rs-mst1/24/,2026-08-20,28
/catalog/rovex/cst-5-unite/07/,product,Проверка и подбор варианта 07,Rovex CST-5 UNITE 07,Rovex / CST-5 UNITE / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst-5-unite/07/,2026-08-20,28
/catalog/rovex/cst-5-unite/09/,product,Проверка и подбор варианта 09,Rovex CST-5 UNITE 09,Rovex / CST-5 UNITE / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst-5-unite/09/,2026-08-20,28
/catalog/rovex/cst-5-unite/12/,product,Проверка и подбор варианта 12,Rovex CST-5 UNITE 12,Rovex / CST-5 UNITE / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst-5-unite/12/,2026-08-20,28
/catalog/rovex/cst-5-unite/18/,product,Проверка и подбор варианта 18,Rovex CST-5 UNITE 18,Rovex / CST-5 UNITE / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst-5-unite/18/,2026-08-20,28
/catalog/rovex/cst-5-unite/24/,product,Проверка и подбор варианта 24,Rovex CST-5 UNITE 24,Rovex / CST-5 UNITE / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst-5-unite/24/,2026-08-20,28
/catalog/rovex/cst5-pro/07-white/,product,Проверка и подбор варианта 07-white,Rovex ROVEX CST5 PRO 07-white,Rovex / ROVEX CST5 PRO / 07-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/07-white/,2026-08-20,28
/catalog/rovex/cst5-pro/09-white/,product,Проверка и подбор варианта 09-white,Rovex ROVEX CST5 PRO 09-white,Rovex / ROVEX CST5 PRO / 09-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/09-white/,2026-08-20,28
/catalog/rovex/cst5-pro/12-white/,product,Проверка и подбор варианта 12-white,Rovex ROVEX CST5 PRO 12-white,Rovex / ROVEX CST5 PRO / 12-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/12-white/,2026-08-20,28
/catalog/rovex/cst5-pro/18-white/,product,Проверка и подбор варианта 18-white,Rovex ROVEX CST5 PRO 18-white,Rovex / ROVEX CST5 PRO / 18-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/18-white/,2026-08-20,28
/catalog/rovex/cst5-pro/24-white/,product,Проверка и подбор варианта 24-white,Rovex ROVEX CST5 PRO 24-white,Rovex / ROVEX CST5 PRO / 24-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/24-white/,2026-08-20,28
/catalog/rovex/cst5-pro/09-black/,product,Проверка и подбор варианта 09-black,Rovex ROVEX CST5 PRO 09-black,Rovex / ROVEX CST5 PRO / 09-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/09-black/,2026-08-20,28
/catalog/rovex/cst5-pro/12-black/,product,Проверка и подбор варианта 12-black,Rovex ROVEX CST5 PRO 12-black,Rovex / ROVEX CST5 PRO / 12-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/12-black/,2026-08-20,28
/catalog/rovex/cst5-pro/18-black/,product,Проверка и подбор варианта 18-black,Rovex ROVEX CST5 PRO 18-black,Rovex / ROVEX CST5 PRO / 18-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/18-black/,2026-08-20,28
/catalog/rovex/cst5-pro/09-grey/,product,Проверка и подбор варианта 09-grey,Rovex ROVEX CST5 PRO 09-grey,Rovex / ROVEX CST5 PRO / 09-grey,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/09-grey/,2026-08-20,28
/catalog/rovex/cst5-pro/12-grey/,product,Проверка и подбор варианта 12-grey,Rovex ROVEX CST5 PRO 12-grey,Rovex / ROVEX CST5 PRO / 12-grey,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/12-grey/,2026-08-20,28
/catalog/rovex/cst5-pro/18-grey/,product,Проверка и подбор варианта 18-grey,Rovex ROVEX CST5 PRO 18-grey,Rovex / ROVEX CST5 PRO / 18-grey,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/cst5-pro/18-grey/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/07-white/,product,Проверка и подбор варианта 07-white,Rovex RS-CBS5 PRO 07-white,Rovex / RS-CBS5 PRO / 07-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/07-white/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/09-white/,product,Проверка и подбор варианта 09-white,Rovex RS-CBS5 PRO 09-white,Rovex / RS-CBS5 PRO / 09-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/09-white/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/12-white/,product,Проверка и подбор варианта 12-white,Rovex RS-CBS5 PRO 12-white,Rovex / RS-CBS5 PRO / 12-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/12-white/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/18-white/,product,Проверка и подбор варианта 18-white,Rovex RS-CBS5 PRO 18-white,Rovex / RS-CBS5 PRO / 18-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/18-white/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/24-white/,product,Проверка и подбор варианта 24-white,Rovex RS-CBS5 PRO 24-white,Rovex / RS-CBS5 PRO / 24-white,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/24-white/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/09-black/,product,Проверка и подбор варианта 09-black,Rovex RS-CBS5 PRO 09-black,Rovex / RS-CBS5 PRO / 09-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/09-black/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/12-black/,product,Проверка и подбор варианта 12-black,Rovex RS-CBS5 PRO 12-black,Rovex / RS-CBS5 PRO / 12-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/12-black/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/18-black/,product,Проверка и подбор варианта 18-black,Rovex RS-CBS5 PRO 18-black,Rovex / RS-CBS5 PRO / 18-black,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/18-black/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/09-grey/,product,Проверка и подбор варианта 09-grey,Rovex RS-CBS5 PRO 09-grey,Rovex / RS-CBS5 PRO / 09-grey,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/09-grey/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/12-grey/,product,Проверка и подбор варианта 12-grey,Rovex RS-CBS5 PRO 12-grey,Rovex / RS-CBS5 PRO / 12-grey,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/12-grey/,2026-08-20,28
/catalog/rovex/rs-cbs5-pro/18-grey/,product,Проверка и подбор варианта 18-grey,Rovex RS-CBS5 PRO 18-grey,Rovex / RS-CBS5 PRO / 18-grey,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/rovex/rs-cbs5-pro/18-grey/,2026-08-20,28
/catalog/vickers/rook-vch-he/07/,product,Проверка и подбор варианта 07,Vickers ROOK VCH-HE 07,Vickers / ROOK VCH-HE / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/rook-vch-he/07/,2026-08-20,28
/catalog/vickers/rook-vch-he/09/,product,Проверка и подбор варианта 09,Vickers ROOK VCH-HE 09,Vickers / ROOK VCH-HE / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/rook-vch-he/09/,2026-08-20,28
/catalog/vickers/rook-vch-he/12/,product,Проверка и подбор варианта 12,Vickers ROOK VCH-HE 12,Vickers / ROOK VCH-HE / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/rook-vch-he/12/,2026-08-20,28
/catalog/vickers/rook-vch-he/18/,product,Проверка и подбор варианта 18,Vickers ROOK VCH-HE 18,Vickers / ROOK VCH-HE / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/rook-vch-he/18/,2026-08-20,28
/catalog/vickers/rook-vch-he/24/,product,Проверка и подбор варианта 24,Vickers ROOK VCH-HE 24,Vickers / ROOK VCH-HE / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/rook-vch-he/24/,2026-08-20,28
/catalog/vickers/tanya/07/,product,Проверка и подбор варианта 07,Vickers Tanya 07,Vickers / Tanya / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya/07/,2026-08-20,28
/catalog/vickers/tanya/09/,product,Проверка и подбор варианта 09,Vickers Tanya 09,Vickers / Tanya / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya/09/,2026-08-20,28
/catalog/vickers/tanya/12/,product,Проверка и подбор варианта 12,Vickers Tanya 12,Vickers / Tanya / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya/12/,2026-08-20,28
/catalog/vickers/tanya/18/,product,Проверка и подбор варианта 18,Vickers Tanya 18,Vickers / Tanya / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya/18/,2026-08-20,28
/catalog/vickers/tanya/24/,product,Проверка и подбор варианта 24,Vickers Tanya 24,Vickers / Tanya / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya/24/,2026-08-20,28
/catalog/vickers/tanya-max/07/,product,Проверка и подбор варианта 07,Vickers Tanya Max 07,Vickers / Tanya Max / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya-max/07/,2026-08-20,28
/catalog/vickers/tanya-max/09/,product,Проверка и подбор варианта 09,Vickers Tanya Max 09,Vickers / Tanya Max / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya-max/09/,2026-08-20,28
/catalog/vickers/tanya-max/12/,product,Проверка и подбор варианта 12,Vickers Tanya Max 12,Vickers / Tanya Max / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya-max/12/,2026-08-20,28
/catalog/vickers/tanya-max/18/,product,Проверка и подбор варианта 18,Vickers Tanya Max 18,Vickers / Tanya Max / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya-max/18/,2026-08-20,28
/catalog/vickers/tanya-max/24/,product,Проверка и подбор варианта 24,Vickers Tanya Max 24,Vickers / Tanya Max / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/tanya-max/24/,2026-08-20,28
/catalog/vickers/vera-max-vg-he-max/07/,product,Проверка и подбор варианта 07,Vickers VERA MAX VG-HE MAX 07,Vickers / VERA MAX VG-HE MAX / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-max-vg-he-max/07/,2026-08-20,28
/catalog/vickers/vera-max-vg-he-max/09/,product,Проверка и подбор варианта 09,Vickers VERA MAX VG-HE MAX 09,Vickers / VERA MAX VG-HE MAX / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-max-vg-he-max/09/,2026-08-20,28
/catalog/vickers/vera-max-vg-he-max/12/,product,Проверка и подбор варианта 12,Vickers VERA MAX VG-HE MAX 12,Vickers / VERA MAX VG-HE MAX / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-max-vg-he-max/12/,2026-08-20,28
/catalog/vickers/vera-max-vg-he-max/18/,product,Проверка и подбор варианта 18,Vickers VERA MAX VG-HE MAX 18,Vickers / VERA MAX VG-HE MAX / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-max-vg-he-max/18/,2026-08-20,28
/catalog/vickers/vera-max-vg-he-max/24/,product,Проверка и подбор варианта 24,Vickers VERA MAX VG-HE MAX 24,Vickers / VERA MAX VG-HE MAX / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-max-vg-he-max/24/,2026-08-20,28
/catalog/vickers/vera-vg-he/07/,product,Проверка и подбор варианта 07,Vickers VERA VG-HE 07,Vickers / VERA VG-HE / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-vg-he/07/,2026-08-20,28
/catalog/vickers/vera-vg-he/09/,product,Проверка и подбор варианта 09,Vickers VERA VG-HE 09,Vickers / VERA VG-HE / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-vg-he/09/,2026-08-20,28
/catalog/vickers/vera-vg-he/12/,product,Проверка и подбор варианта 12,Vickers VERA VG-HE 12,Vickers / VERA VG-HE / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-vg-he/12/,2026-08-20,28
/catalog/vickers/vera-vg-he/18/,product,Проверка и подбор варианта 18,Vickers VERA VG-HE 18,Vickers / VERA VG-HE / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-vg-he/18/,2026-08-20,28
/catalog/vickers/vera-vg-he/24/,product,Проверка и подбор варианта 24,Vickers VERA VG-HE 24,Vickers / VERA VG-HE / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/vera-vg-he/24/,2026-08-20,28
/catalog/vickers/viking-ve-he/07/,product,Проверка и подбор варианта 07,Vickers VIKING VE-HE 07,Vickers / VIKING VE-HE / 07,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/viking-ve-he/07/,2026-08-20,28
/catalog/vickers/viking-ve-he/09/,product,Проверка и подбор варианта 09,Vickers VIKING VE-HE 09,Vickers / VIKING VE-HE / 09,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/viking-ve-he/09/,2026-08-20,28
/catalog/vickers/viking-ve-he/12/,product,Проверка и подбор варианта 12,Vickers VIKING VE-HE 12,Vickers / VIKING VE-HE / 12,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/viking-ve-he/12/,2026-08-20,28
/catalog/vickers/viking-ve-he/18/,product,Проверка и подбор варианта 18,Vickers VIKING VE-HE 18,Vickers / VIKING VE-HE / 18,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/viking-ve-he/18/,2026-08-20,28
/catalog/vickers/viking-ve-he/24/,product,Проверка и подбор варианта 24,Vickers VIKING VE-HE 24,Vickers / VIKING VE-HE / 24,MASTER_PROMPT model map; passport required,catalog,draft,noindex,/catalog/vickers/viking-ve-he/24/,2026-08-20,28
/vrv-vrf/,vrf-hub,Объяснение и вход в проектирование VRV/VRF,VRV VRF системы,VRV/VRF,MASTER_PROMPT section 7.6; manufacturer manuals required,engineering,review,noindex,/vrv-vrf/,2026-08-20,58
/vrv-vrf/types/heat-pump/,vrf-type,Разбор типа VRV/VRF: heat-pump,VRF heat-pump,heat-pump,official manuals required,engineering,draft,noindex,/vrv-vrf/types/heat-pump/,2026-08-20,20
/vrv-vrf/types/heat-recovery/,vrf-type,Разбор типа VRV/VRF: heat-recovery,VRF heat-recovery,heat-recovery,official manuals required,engineering,draft,noindex,/vrv-vrf/types/heat-recovery/,2026-08-20,20
/vrv-vrf/types/two-pipe/,vrf-type,Разбор типа VRV/VRF: two-pipe,VRF two-pipe,two-pipe,official manuals required,engineering,draft,noindex,/vrv-vrf/types/two-pipe/,2026-08-20,20
/vrv-vrf/types/three-pipe/,vrf-type,Разбор типа VRV/VRF: three-pipe,VRF three-pipe,three-pipe,official manuals required,engineering,draft,noindex,/vrv-vrf/types/three-pipe/,2026-08-20,20
/vrv-vrf/types/air-cooled/,vrf-type,Разбор типа VRV/VRF: air-cooled,VRF air-cooled,air-cooled,official manuals required,engineering,draft,noindex,/vrv-vrf/types/air-cooled/,2026-08-20,20
/vrv-vrf/types/water-cooled/,vrf-type,Разбор типа VRV/VRF: water-cooled,VRF water-cooled,water-cooled,official manuals required,engineering,draft,noindex,/vrv-vrf/types/water-cooled/,2026-08-20,20
/vrv-vrf/types/mini-vrf/,vrf-type,Разбор типа VRV/VRF: mini-vrf,VRF mini-vrf,mini-vrf,official manuals required,engineering,draft,noindex,/vrv-vrf/types/mini-vrf/,2026-08-20,20
/vrv-vrf/types/modular-vrf/,vrf-type,Разбор типа VRV/VRF: modular-vrf,VRF modular-vrf,modular-vrf,official manuals required,engineering,draft,noindex,/vrv-vrf/types/modular-vrf/,2026-08-20,20
/vrv-vrf/types/low-temperature/,vrf-type,Разбор типа VRV/VRF: low-temperature,VRF low-temperature,low-temperature,official manuals required,engineering,draft,noindex,/vrv-vrf/types/low-temperature/,2026-08-20,20
/vrv-vrf/types/high-ambient/,vrf-type,Разбор типа VRV/VRF: high-ambient,VRF high-ambient,high-ambient,official manuals required,engineering,draft,noindex,/vrv-vrf/types/high-ambient/,2026-08-20,20
/vrv-vrf/types/simultaneous-operation/,vrf-type,Разбор типа VRV/VRF: simultaneous-operation,VRF simultaneous-operation,simultaneous-operation,official manuals required,engineering,draft,noindex,/vrv-vrf/types/simultaneous-operation/,2026-08-20,20
/vrv-vrf/types/hybrid-vrf/,vrf-type,Разбор типа VRV/VRF: hybrid-vrf,VRF hybrid-vrf,hybrid-vrf,official manuals required,engineering,draft,noindex,/vrv-vrf/types/hybrid-vrf/,2026-08-20,20
/vrv-vrf/components/outdoor-units/,vrf-component,Назначение компонента outdoor-units,компонент VRF outdoor-units,outdoor-units,official manuals required,engineering,draft,noindex,/vrv-vrf/components/outdoor-units/,2026-08-20,20
/vrv-vrf/components/wall-indoor-units/,vrf-component,Назначение компонента wall-indoor-units,компонент VRF wall-indoor-units,wall-indoor-units,official manuals required,engineering,draft,noindex,/vrv-vrf/components/wall-indoor-units/,2026-08-20,20
/vrv-vrf/components/cassette-indoor-units/,vrf-component,Назначение компонента cassette-indoor-units,компонент VRF cassette-indoor-units,cassette-indoor-units,official manuals required,engineering,draft,noindex,/vrv-vrf/components/cassette-indoor-units/,2026-08-20,20
/vrv-vrf/components/duct-indoor-units/,vrf-component,Назначение компонента duct-indoor-units,компонент VRF duct-indoor-units,duct-indoor-units,official manuals required,engineering,draft,noindex,/vrv-vrf/components/duct-indoor-units/,2026-08-20,20
/vrv-vrf/components/floor-ceiling-units/,vrf-component,Назначение компонента floor-ceiling-units,компонент VRF floor-ceiling-units,floor-ceiling-units,official manuals required,engineering,draft,noindex,/vrv-vrf/components/floor-ceiling-units/,2026-08-20,20
/vrv-vrf/components/fresh-air-units/,vrf-component,Назначение компонента fresh-air-units,компонент VRF fresh-air-units,fresh-air-units,official manuals required,engineering,draft,noindex,/vrv-vrf/components/fresh-air-units/,2026-08-20,20
/vrv-vrf/components/hydroboxes/,vrf-component,Назначение компонента hydroboxes,компонент VRF hydroboxes,hydroboxes,official manuals required,engineering,draft,noindex,/vrv-vrf/components/hydroboxes/,2026-08-20,20
/vrv-vrf/components/branch-selectors/,vrf-component,Назначение компонента branch-selectors,компонент VRF branch-selectors,branch-selectors,official manuals required,engineering,draft,noindex,/vrv-vrf/components/branch-selectors/,2026-08-20,20
/vrv-vrf/components/refnets/,vrf-component,Назначение компонента refnets,компонент VRF refnets,refnets,official manuals required,engineering,draft,noindex,/vrv-vrf/components/refnets/,2026-08-20,20
